Filename,Size (Bytes),Day/Night,width,height
IMAG1114.JPG,1612229,Day,4000,3000
IMAG1395.JPG,2660009,Day,4000,3000
IMAG1837.JPG,2245344,Day,4000,3000
IMAG1562.JPG,2225396,Day,4000,3000
IMAG0093.JPG,2447737,Day,4000,3000
IMAG0702.JPG,2514353,Day,4000,3000
IMAG1803.JPG,2357905,Day,4000,3000
IMAG0125.JPG,2339876,Day,4000,3000
IMAG0568.JPG,2487673,Day,4000,3000
IMAG0659.JPG,2046184,Day,4000,3000
IMAG1166.JPG,2566765,Day,4000,3000
IMAG0172.JPG,2510166,Day,4000,3000
IMAG0205.JPG,2591968,Day,4000,3000
IMAG1439.JPG,2400875,Day,4000,3000
IMAG1636.JPG,2436693,Day,4000,3000
IMAG0480.JPG,2472970,Day,4000,3000
IMAG1089.JPG,1439663,Day,4000,3000
IMAG0817.JPG,2075787,Day,4000,3000
IMAG1552.JPG,2421464,Day,4000,3000
IMAG1335.JPG,2319638,Day,4000,3000
IMAG1652.JPG,2575955,Day,4000,3000
IMAG1312.JPG,2512590,Day,4000,3000
IMAG0806.JPG,1839275,Day,4000,3000
IMAG0261.JPG,1739256,Day,4000,3000
IMAG1198.JPG,2463882,Day,4000,3000
IMAG0217.JPG,2393080,Day,4000,3000
IMAG1260.JPG,2316272,Day,4000,3000
IMAG1692.JPG,1912357,Day,4000,3000
IMAG0161.JPG,2451498,Day,4000,3000
IMAG1929.JPG,1166898,Night,4000,3000
IMAG1694.JPG,1939690,Day,4000,3000
IMAG0323.JPG,2302091,Day,4000,3000
IMAG1118.JPG,1521983,Day,4000,3000
IMAG0209.JPG,2056737,Day,4000,3000
IMAG0002.JPG,2121167,Day,4000,3000
IMAG0805.JPG,2086599,Day,4000,3000
IMAG1850.JPG,2197148,Day,4000,3000
IMAG1975.JPG,2257799,Day,4000,3000
IMAG1949.JPG,1088554,Night,4000,3000
IMAG1233.JPG,2329628,Day,4000,3000
IMAG1560.JPG,2451758,Day,4000,3000
IMAG0559.JPG,2472254,Day,4000,3000
IMAG0783.JPG,1905007,Night,4000,3000
IMAG1872.JPG,2663570,Day,4000,3000
IMAG1218.JPG,2435908,Day,4000,3000
IMAG0558.JPG,2375911,Day,4000,3000
IMAG1295.JPG,2518918,Day,4000,3000
IMAG1303.JPG,2592279,Day,4000,3000
IMAG0601.JPG,2266700,Day,4000,3000
IMAG0753.JPG,2462271,Day,4000,3000
IMAG0046.JPG,2530300,Day,4000,3000
IMAG1700.JPG,2133298,Day,4000,3000
IMAG1579.JPG,2454249,Day,4000,3000
IMAG0024.JPG,2467580,Day,4000,3000
IMAG1359.JPG,2319305,Day,4000,3000
IMAG1891.JPG,2358064,Day,4000,3000
IMAG0458.JPG,2483443,Day,4000,3000
IMAG0792.JPG,1899977,Day,4000,3000
IMAG1254.JPG,2346930,Day,4000,3000
IMAG0968.JPG,2040448,Day,4000,3000
